centreline_id,arterycode,linear_name,description,comment
20038945,24882,,,change mapping to CL 20038945
20038945,24883,,,change mapping to CL 20038945
20078970,24892,,,change mapping to CL 20078970
20078970,24893,,,change mapping to CL 20078970
30079851,24906,,,change mapping to CL 30079851
14660388,24907,,,change mapping to CL 14660388
20051775,24908,,,change mapping to CL 20051775
20051775,24909,,,change mapping to CL 20051775
20113061,24923,,,change mapping to CL 20113061
30093378,24933,,,change mapping to CL 30093378
30093378,24934,,,change mapping to CL 30093378
30057002,24947,,,change mapping to CL 30057002
30057002,24950,,,change mapping to CL 30057002
20040960,25039,,,change mapping to CL 20040960
20078096,25056,,,change mapping to CL 20078096
20078096,25059,,,change mapping to CL 20078096
8571213,25102,,,change mapping to CL 8571213
30077333,25141,,,change mapping to CL 30077333
30077333,25142,,,change mapping to CL 30077333
30074597,25166,,,change mapping to CL 30074597
30074597,25167,,,change mapping to CL 30074597
20053422,25169,,,change mapping to CL 20053422
20053422,25170,,,change mapping to CL 20053422
20141011,25203,,,change mapping to CL 20141011
20141011,25204,,,change mapping to CL 20141011
30039606,25214,,,change mapping to CL 30039606
20062648,25215,,,change mapping to CL 20062648
30078376,25227,,,change mapping to CL 30078376
14671885,25230,,,change mapping to CL 14671885
20233643,25246,,,change mapping to CL 20233643
30075775,25256,,,change mapping to CL 30075775
30075775,25257,,,change mapping to CL 30075775
20051705,25268,,,change mapping to CL 20051705
30044342,25269,,,change mapping to CL 30044342
30086684,25271,,,change mapping to CL 30086684
30015346,25275,,,change mapping to CL 30015346
30000575,25277,,,change mapping to CL 30000575
30015346,25278,,,change mapping to CL 30015346
20052501,25280,,,change mapping to CL 20052501
30000872,25281,,,change mapping to CL 30000872
30100850,25291,,,change mapping to CL 30100850
30078748,25313,,,change mapping to CL 30078748
30073901,25317,,,change mapping to CL 30073901
20039583,25334,,,change mapping to CL 20039583
20039583,25335,,,change mapping to CL 20039583
30099916,25361,,,change mapping to CL 30099916
30098597,25362,,,change mapping to CL 30098597
30099916,25365,,,change mapping to CL 30099916
30098597,25366,,,change mapping to CL 30098597
20089621,25374,,,change mapping to CL 20089621
20089621,25379,,,change mapping to CL 20089621
30011645,25405,,,change mapping to CL 30011645
30059921,25436,,,change mapping to CL 30059921
30060762,25455,,,change mapping to CL 30060762
30089911,25456,,,change mapping to CL 30089911
30089911,25457,,,change mapping to CL 30089911
30012424,25461,,,change mapping to CL 30012424
30100525,25469,,,change mapping to CL 30100525
30069857,25471,,,change mapping to CL 30069857
30069857,25475,,,change mapping to CL 30069857
30018905,25510,,,change mapping to CL 30018905
30091891,25578,,,change mapping to CL 30091891
30091891,25581,,,change mapping to CL 30091891
30073582,25631,,,change mapping to CL 30073582
30073582,25635,,,change mapping to CL 30073582
20041101,25650,,,change mapping to CL 20041101
20041101,25651,,,change mapping to CL 20041101
20050383,25673,,,change mapping to CL 20050383
20050383,25674,,,change mapping to CL 20050383
30005364,25680,,,change mapping to CL 30005364
30005364,25684,,,change mapping to CL 30005364
30093146,25732,,,change mapping to CL 30093146
20041208,25736,,,change mapping to CL 20041208
30099517,25747,,,change mapping to CL 30099517
11467214,25749,,,change mapping to CL 11467214
30001209,25788,,,change mapping to CL 30001209
20052629,25790,,,change mapping to CL 20052629
20053249,25803,,,change mapping to CL 20053249
30097242,25809,,,change mapping to CL 30097242
30065640,25818,,,change mapping to CL 30065640
20053322,25827,,,change mapping to CL 20053322
30037316,25830,,,change mapping to CL 30037316
20050591,25835,,,change mapping to CL 20050591
20050592,25836,,,change mapping to CL 20050592
30091470,25840,,,change mapping to CL 30091470
30005748,25844,,,change mapping to CL 30005748
20053315,25852,,,change mapping to CL 20053315
30017529,25862,,,change mapping to CL 30017529
30095578,25873,,,change mapping to CL 30095578
30092021,25882,,,change mapping to CL 30092021
20048164,25889,,,change mapping to CL 20048164
20029662,25890,,,change mapping to CL 20029662
20010499,25906,,,change mapping to CL 20010499
20033730,25911,,,change mapping to CL 20033730
30102991,25912,,,change mapping to CL 30102991
20081425,25938,,,change mapping to CL 20081425
20081425,25939,,,change mapping to CL 20081425
20102845,25977,,,change mapping to CL 20102845
30021784,25983,,,change mapping to CL 30021784
30036166,25985,,,change mapping to CL 30036166
30010427,25986,,,change mapping to CL 30010427
9950387,25991,,,change mapping to CL 9950387
30010760,26026,,,change mapping to CL 30010760
30010760,26027,,,change mapping to CL 30010760
20062054,26028,,,change mapping to CL 20062054
20062054,26029,,,change mapping to CL 20062054
30062720,26078,,,change mapping to CL 30062720
14673437,26165,,,change mapping to CL 14673437
8885835,26167,,,change mapping to CL 8885835
30006223,26230,,,change mapping to CL 30006223
30006223,26231,,,change mapping to CL 30006223
30101647,26236,,,change mapping to CL 30101647
20010442,26244,,,change mapping to CL 20010442
30101647,26249,,,change mapping to CL 30101647
20010442,26257,,,change mapping to CL 20010442
20165128,26269,,,change mapping to CL 20165128
20165128,26270,,,change mapping to CL 20165128
30069139,26284,,,change mapping to CL 30069139
30069139,26294,,,change mapping to CL 30069139
30089844,26333,,,change mapping to CL 30089844
20080482,26341,,,change mapping to CL 20080482
30011246,26433,,,change mapping to CL 30011246
30011246,26434,,,change mapping to CL 30011246
444811,26452,,,change mapping to CL 444811
30014022,26509,,,change mapping to CL 30014022
30073995,26516,,,change mapping to CL 30073995
30073995,26517,,,change mapping to CL 30073995
30043798,26523,,,change mapping to CL 30043798
30043813,26533,,,change mapping to CL 30043813
30058197,26548,,,change mapping to CL 30058197
30064110,26563,,,change mapping to CL 30064110
30071450,26576,,,change mapping to CL 30071450
30073849,26579,,,change mapping to CL 30073849
30073849,26580,,,change mapping to CL 30073849
20110445,26585,,,change mapping to CL 20110445
30092385,26588,,,change mapping to CL 30092385
30092385,26589,,,change mapping to CL 30092385
30007958,26613,,,change mapping to CL 30007958
30007958,26614,,,change mapping to CL 30007958
14676920,26622,,,change mapping to CL 14676920
30008354,26623,,,change mapping to CL 30008354
30073841,26626,,,change mapping to CL 30073841
30073840,26627,,,change mapping to CL 30073840
30034342,26635,,,change mapping to CL 30034342
30103011,26650,,,change mapping to CL 30103011
30022476,26662,,,change mapping to CL 30022476
30101117,26686,,,change mapping to CL 30101117
30092921,26708,,,change mapping to CL 30092921
30092921,26709,,,change mapping to CL 30092921
30002433,26748,,,change mapping to CL 30002433
30002433,26749,,,change mapping to CL 30002433
20040450,26797,,,change mapping to CL 20040450
20040450,26798,,,change mapping to CL 20040450
20089362,26819,,,change mapping to CL 20089362
20089362,26820,,,change mapping to CL 20089362
30006680,26909,,,change mapping to CL 30006680
30006680,26910,,,change mapping to CL 30006680
20058392,26925,,,change mapping to CL 20058392
20058392,26926,,,change mapping to CL 20058392
20080442,26939,,,change mapping to CL 20080442
30059936,26958,,,change mapping to CL 30059936
14063839,26980,,,change mapping to CL 14063839
30030173,27016,,,change mapping to CL 30030173
30030173,27017,,,change mapping to CL 30030173
30095909,27080,,,change mapping to CL 30095909
30095909,27081,,,change mapping to CL 30095909
20230239,27089,,,change mapping to CL 20230239
20230239,27090,,,change mapping to CL 20230239
12341011,27092,,,change mapping to CL 12341011
30004504,27139,,,change mapping to CL 30004504
30004504,27140,,,change mapping to CL 30004504
30059747,27145,,,change mapping to CL 30059747
30059747,27146,,,change mapping to CL 30059747
30018572,27165,,,change mapping to CL 30018572
30018572,27166,,,change mapping to CL 30018572
30028881,27173,,,change mapping to CL 30028881
30028881,27174,,,change mapping to CL 30028881
30028880,27175,,,change mapping to CL 30028880
30028880,27176,,,change mapping to CL 30028880
20051109,27185,,,change mapping to CL 20051109
20051109,27186,,,change mapping to CL 20051109
30103012,27206,,,change mapping to CL 30103012
20089378,27231,,,change mapping to CL 20089378
20089378,27232,,,change mapping to CL 20089378
20235848,27242,,,change mapping to CL 20235848
20235848,27243,,,change mapping to CL 20235848
20048855,27255,,,change mapping to CL 20048855
30098587,27270,,,change mapping to CL 30098587
30098587,27271,,,change mapping to CL 30098587
30057696,27284,,,change mapping to CL 30057696
30093187,27303,,,change mapping to CL 30093187
30093187,27304,,,change mapping to CL 30093187
30018237,27307,,,change mapping to CL 30018237
30018237,27308,,,change mapping to CL 30018237
30089359,27321,,,change mapping to CL 30089359
30089359,27322,,,change mapping to CL 30089359
30096198,27325,,,change mapping to CL 30096198
20118090,27327,,,change mapping to CL 20118090
20235556,27345,,,change mapping to CL 20235556
30090088,27352,,,change mapping to CL 30090088
30090089,27353,,,change mapping to CL 30090089
30090088,27354,,,change mapping to CL 30090088
30090088,27356,,,change mapping to CL 30090088
20041402,27365,,,change mapping to CL 20041402
30063257,27367,,,change mapping to CL 30063257
30013272,27388,,,change mapping to CL 30013272
30013272,27389,,,change mapping to CL 30013272
30005251,27409,,,change mapping to CL 30005251
30005251,27410,,,change mapping to CL 30005251
30092670,27411,,,change mapping to CL 30092670
30092670,27412,,,change mapping to CL 30092670
30093578,27413,,,change mapping to CL 30093578
30093578,27414,,,change mapping to CL 30093578
30102681,27415,,,change mapping to CL 30102681
30102681,27416,,,change mapping to CL 30102681
20235556,27423,,,change mapping to CL 20235556
30000404,27447,,,change mapping to CL 30000404
30000404,27448,,,change mapping to CL 30000404
30093927,27453,,,change mapping to CL 30093927
30093927,27454,,,change mapping to CL 30093927
30063047,27458,,,change mapping to CL 30063047
30063047,27459,,,change mapping to CL 30063047
30000602,27462,,,change mapping to CL 30000602
30000602,27463,,,change mapping to CL 30000602
30101050,27468,,,change mapping to CL 30101050
30101050,27469,,,change mapping to CL 30101050
20061678,27553,,,change mapping to CL 20061678
20061685,27554,,,change mapping to CL 20061685
30059256,27559,,,change mapping to CL 30059256
30084195,27562,,,change mapping to CL 30084195
30059256,27563,,,change mapping to CL 30059256
30066303,27595,,,change mapping to CL 30066303
30089898,27599,,,change mapping to CL 30089898
30089898,27600,,,change mapping to CL 30089898
6674326,27619,,,change mapping to CL 6674326
6674326,27620,,,change mapping to CL 6674326
30010838,27621,,,change mapping to CL 30010838
30010838,27622,,,change mapping to CL 30010838
30053129,27653,,,change mapping to CL 30053129
20231119,27659,,,change mapping to CL 20231119
20045090,27684,,,change mapping to CL 20045090
20045090,27686,,,change mapping to CL 20045090
30019842,27703,,,change mapping to CL 30019842
30014062,27712,,,change mapping to CL 30014062
30059375,27726,,,change mapping to CL 30059375
14246094,27763,,,change mapping to CL 14246094
14246094,27765,,,change mapping to CL 14246094
30070016,27775,,,change mapping to CL 30070016
30070013,27776,,,change mapping to CL 30070013
20062357,27803,,,change mapping to CL 20062357
30023440,27844,,,change mapping to CL 30023440
30095688,27846,,,change mapping to CL 30095688
30006690,27856,,,change mapping to CL 30006690
20362204,27888,,,change mapping to CL 20362204
20362204,27889,,,change mapping to CL 20362204
30095424,27924,,,change mapping to CL 30095424
30020849,27927,,,change mapping to CL 30020849
30074690,27943,,,change mapping to CL 30074690
20054199,27957,,,change mapping to CL 20054199
105420,27975,,,change mapping to CL 105420
30091371,27988,,,change mapping to CL 30091371
20149132,27997,,,change mapping to CL 20149132
14051287,28007,,,change mapping to CL 14051287
14051287,28008,,,change mapping to CL 14051287
20103068,28012,,,change mapping to CL 20103068
20103068,28014,,,change mapping to CL 20103068
20103060,28015,,,change mapping to CL 20103060
20103060,28016,,,change mapping to CL 20103060
20103061,28017,,,change mapping to CL 20103061
20103061,28018,,,change mapping to CL 20103061
30065718,28022,,,change mapping to CL 30065718
11485087,28035,,,change mapping to CL 11485087
10133024,28036,,,change mapping to CL 10133024
10133024,28037,,,change mapping to CL 10133024
30006876,28122,,,change mapping to CL 30006876
14677074,28141,,,change mapping to CL 14677074
20139637,28168,,,change mapping to CL 20139637
30037083,28186,,,change mapping to CL 30037083
30096542,28188,,,change mapping to CL 30096542
20139600,28217,,,change mapping to CL 20139600
20230203,28291,,,change mapping to CL 20230203
30040840,28324,,,change mapping to CL 30040840
30040840,28325,,,change mapping to CL 30040840
30077359,28383,,,change mapping to CL 30077359
439196,28441,,,change mapping to CL 439196
20040710,28448,,,change mapping to CL 20040710
20040669,28452,,,change mapping to CL 20040669
20040669,28453,,,change mapping to CL 20040669
30063812,28486,,,change mapping to CL 30063812
30063812,28488,,,change mapping to CL 30063812
20081857,28490,,,change mapping to CL 20081857
30074026,28502,,,change mapping to CL 30074026
30019594,28503,,,change mapping to CL 30019594
906898,28507,,,change mapping to CL 906898
30064523,28509,,,change mapping to CL 30064523
30002251,28551,,,change mapping to CL 30002251
30077341,28562,,,change mapping to CL 30077341
30077341,28563,,,change mapping to CL 30077341
20080085,28574,,,change mapping to CL 20080085
20080085,28575,,,change mapping to CL 20080085
20053249,28612,,,change mapping to CL 20053249
20145215,28617,,,change mapping to CL 20145215
20145215,28619,,,change mapping to CL 20145215
20048164,28620,,,change mapping to CL 20048164
30053235,28632,,,change mapping to CL 30053235
30053235,28634,,,change mapping to CL 30053235
30003276,28641,,,change mapping to CL 30003276
30003276,28644,,,change mapping to CL 30003276
30016964,28655,,,change mapping to CL 30016964
30016964,28657,,,change mapping to CL 30016964
30076035,28670,,,change mapping to CL 30076035
30076035,28676,,,change mapping to CL 30076035
30092835,28707,,,change mapping to CL 30092835
30018568,28717,,,change mapping to CL 30018568
30018568,28718,,,change mapping to CL 30018568
30036214,28720,,,change mapping to CL 30036214
30036214,28721,,,change mapping to CL 30036214
30062578,28743,,,change mapping to CL 30062578
30062578,28747,,,change mapping to CL 30062578
30101799,28755,,,change mapping to CL 30101799
30101799,28757,,,change mapping to CL 30101799
30002254,28761,,,change mapping to CL 30002254
30002254,28762,,,change mapping to CL 30002254
30025639,28784,,,change mapping to CL 30025639
30025639,28785,,,change mapping to CL 30025639
20051554,28806,,,change mapping to CL 20051554
20051554,28807,,,change mapping to CL 20051554
20051202,28815,,,change mapping to CL 20051202
20051202,28818,,,change mapping to CL 20051202
30076088,28841,,,change mapping to CL 30076088
30076088,28842,,,change mapping to CL 30076088
30062621,28893,,,change mapping to CL 30062621
30038855,29022,,,change mapping to CL 30038855
30038855,29023,,,change mapping to CL 30038855
20042586,29056,,,change mapping to CL 20042586
20042586,29057,,,change mapping to CL 20042586
30093401,29088,,,change mapping to CL 30093401
30093401,29089,,,change mapping to CL 30093401
30096859,29100,,,change mapping to CL 30096859
30096859,29101,,,change mapping to CL 30096859
442937,29127,,,change mapping to CL 442937
442937,29128,,,change mapping to CL 442937
30005193,29131,,,change mapping to CL 30005193
30005193,29132,,,change mapping to CL 30005193
20041032,29161,,,change mapping to CL 20041032
20041032,29162,,,change mapping to CL 20041032
437373,29174,,,change mapping to CL 437373
437373,29175,,,change mapping to CL 437373
30081187,29232,,,change mapping to CL 30081187
30081187,29233,,,change mapping to CL 30081187
20041361,29305,,,change mapping to CL 20041361
20041361,29306,,,change mapping to CL 20041361
20052612,29311,,,change mapping to CL 20052612
20052612,29313,,,change mapping to CL 20052612
20052629,29319,,,change mapping to CL 20052629
20062256,29332,,,change mapping to CL 20062256
14039295,29338,,,change mapping to CL 14039295
20051674,29340,,,change mapping to CL 20051674
20062256,29342,,,change mapping to CL 20062256
20077963,29344,,,change mapping to CL 20077963
20078986,29349,,,change mapping to CL 20078986
20078986,29350,,,change mapping to CL 20078986
20077974,29353,,,change mapping to CL 20077974
20077974,29354,,,change mapping to CL 20077974
20042943,29364,,,change mapping to CL 20042943
30077007,29367,,,change mapping to CL 30077007
30077007,29370,,,change mapping to CL 30077007
30071305,29386,,,change mapping to CL 30071305
30071305,29387,,,change mapping to CL 30071305
103340,29407,,,change mapping to CL 103340
649,29429,,,change mapping to CL 649
649,29430,,,change mapping to CL 649
30062584,29448,,,change mapping to CL 30062584
14630118,29451,,,change mapping to CL 14630118
30062584,29454,,,change mapping to CL 30062584
14630118,29458,,,change mapping to CL 14630118
20110781,29463,,,change mapping to CL 20110781
30005748,29479,,,change mapping to CL 30005748
30092860,29537,,,change mapping to CL 30092860
30092860,29538,,,change mapping to CL 30092860
30100593,29551,,,change mapping to CL 30100593
20051038,29562,,,change mapping to CL 20051038
30100593,29572,,,change mapping to CL 30100593
14230407,29590,,,change mapping to CL 14230407
14230407,29591,,,change mapping to CL 14230407
30096480,29595,,,change mapping to CL 30096480
30001951,29669,,,change mapping to CL 30001951
30001951,29670,,,change mapping to CL 30001951
10618658,29676,,,change mapping to CL 10618658
30091470,29686,,,change mapping to CL 30091470
30019790,29689,,,change mapping to CL 30019790
30075875,29749,,,change mapping to CL 30075875
30064110,29760,,,change mapping to CL 30064110
30075875,29763,,,change mapping to CL 30075875
30097935,29812,,,change mapping to CL 30097935
20091384,29858,,,change mapping to CL 20091384
20055090,29869,,,change mapping to CL 20055090
30100421,29908,,,change mapping to CL 30100421
30100421,29909,,,change mapping to CL 30100421
30017526,29912,,,change mapping to CL 30017526
30074318,29939,,,change mapping to CL 30074318
30074318,29940,,,change mapping to CL 30074318
20082210,29951,,,change mapping to CL 20082210
20082210,29952,,,change mapping to CL 20082210
30100553,29954,,,change mapping to CL 30100553
30100553,29955,,,change mapping to CL 30100553
20055831,29991,,,change mapping to CL 20055831
20055831,29992,,,change mapping to CL 20055831
30012725,30038,,,change mapping to CL 30012725
30012725,30039,,,change mapping to CL 30012725
30064621,30047,,,change mapping to CL 30064621
30098086,30089,,,change mapping to CL 30098086
30098086,30090,,,change mapping to CL 30098086
20154107,30091,,,change mapping to CL 20154107
30090015,30132,,,change mapping to CL 30090015
30090015,30133,,,change mapping to CL 30090015
20154108,30137,,,change mapping to CL 20154108
20154108,30138,,,change mapping to CL 20154108
30075799,30229,,,change mapping to CL 30075799
30075799,30234,,,change mapping to CL 30075799
20048746,30236,,,change mapping to CL 20048746
30064621,30253,,,change mapping to CL 30064621
30076504,30288,,,change mapping to CL 30076504
30071648,30299,,,change mapping to CL 30071648
30054191,30317,,,change mapping to CL 30054191
30054191,30318,,,change mapping to CL 30054191
30073905,30339,,,change mapping to CL 30073905
20166607,30351,,,change mapping to CL 20166607
30038093,30370,,,change mapping to CL 30038093
30101478,30373,,,change mapping to CL 30101478
30101478,30374,,,change mapping to CL 30101478
30038093,30375,,,change mapping to CL 30038093
20166607,30379,,,change mapping to CL 20166607
30029963,30384,,,change mapping to CL 30029963
30073905,30389,,,change mapping to CL 30073905
30101273,30420,,,change mapping to CL 30101273
8740881,30423,,,change mapping to CL 8740881
8740881,30425,,,change mapping to CL 8740881
30076504,30444,,,change mapping to CL 30076504
20039568,30447,,,change mapping to CL 20039568
20044949,30482,,,change mapping to CL 20044949
20044949,30483,,,change mapping to CL 20044949
30069998,30496,,,change mapping to CL 30069998
30069998,30497,,,change mapping to CL 30069998
30074461,30506,,,change mapping to CL 30074461
30076791,30520,,,change mapping to CL 30076791
20059734,30546,,,change mapping to CL 20059734
30092261,30551,,,change mapping to CL 30092261
30015307,30553,,,change mapping to CL 30015307
30015307,30554,,,change mapping to CL 30015307
30093808,30562,,,change mapping to CL 30093808
30093808,30563,,,change mapping to CL 30093808
20053293,30594,,,change mapping to CL 20053293
20042157,30600,,,change mapping to CL 20042157
20042157,30601,,,change mapping to CL 20042157
11024200,30602,,,change mapping to CL 11024200
30083324,30618,,,change mapping to CL 30083324
30069648,30639,,,change mapping to CL 30069648
30069648,30642,,,change mapping to CL 30069648
30024672,30645,,,change mapping to CL 30024672
30024672,30646,,,change mapping to CL 30024672
30077643,30649,,,change mapping to CL 30077643
30077643,30650,,,change mapping to CL 30077643
30067952,30657,,,change mapping to CL 30067952
30067952,30660,,,change mapping to CL 30067952
14018406,30724,,,change mapping to CL 14018406
3093329,30739,,,change mapping to CL 3093329
3093329,30740,,,change mapping to CL 3093329
20045826,30770,,,change mapping to CL 20045826
20045826,30773,,,change mapping to CL 20045826
30102548,30774,,,change mapping to CL 30102548
30102548,30775,,,change mapping to CL 30102548
30001364,30781,,,change mapping to CL 30001364
30001367,30782,,,change mapping to CL 30001367
30101777,30783,,,change mapping to CL 30101777
30101777,30784,,,change mapping to CL 30101777
2689028,30793,,,change mapping to CL 2689028
2689028,30794,,,change mapping to CL 2689028
20051895,30804,,,change mapping to CL 20051895
20051895,30806,,,change mapping to CL 20051895
30092281,30843,,,change mapping to CL 30092281
30088447,30852,,,change mapping to CL 30088447
30038262,30871,,,change mapping to CL 30038262
30038262,30872,,,change mapping to CL 30038262
14049297,30878,,,change mapping to CL 14049297
14049297,30879,,,change mapping to CL 14049297
14039697,30882,,,change mapping to CL 14039697
14039697,30883,,,change mapping to CL 14039697
30001463,30892,,,change mapping to CL 30001463
107897,30893,,,change mapping to CL 107897
107897,30894,,,change mapping to CL 107897
20118223,30895,,,change mapping to CL 20118223
20118223,30904,,,change mapping to CL 20118223
30007050,30905,,,change mapping to CL 30007050
30062257,30918,,,change mapping to CL 30062257
30062257,30919,,,change mapping to CL 30062257
30043226,30936,,,change mapping to CL 30043226
30043226,30937,,,change mapping to CL 30043226
30094092,30956,,,change mapping to CL 30094092
20041307,30976,,,change mapping to CL 20041307
30067250,31016,,,change mapping to CL 30067250
30067250,31017,,,change mapping to CL 30067250
20052013,31018,,,change mapping to CL 20052013
20052013,31019,,,change mapping to CL 20052013
30092285,31047,,,change mapping to CL 30092285
30092285,31048,,,change mapping to CL 30092285
30078479,31117,,,change mapping to CL 30078479
30075913,31124,,,change mapping to CL 30075913
30075913,31128,,,change mapping to CL 30075913
20110688,31136,,,change mapping to CL 20110688
20110688,31137,,,change mapping to CL 20110688
30073536,31138,,,change mapping to CL 30073536
30073536,31139,,,change mapping to CL 30073536
20051975,31141,,,change mapping to CL 20051975
20051975,31142,,,change mapping to CL 20051975
20051949,31143,,,change mapping to CL 20051949
20051949,31144,,,change mapping to CL 20051949
20141111,31159,,,change mapping to CL 20141111
20034373,31168,,,change mapping to CL 20034373
20034373,31169,,,change mapping to CL 20034373
20050470,31180,,,change mapping to CL 20050470
30068179,31242,,,change mapping to CL 30068179
30068179,31243,,,change mapping to CL 30068179
7553722,31245,,,change mapping to CL 7553722
7553722,31246,,,change mapping to CL 7553722
30017352,31257,,,change mapping to CL 30017352
30071257,31281,,,change mapping to CL 30071257
30071257,31282,,,change mapping to CL 30071257
20235732,31285,,,change mapping to CL 20235732
20235732,31286,,,change mapping to CL 20235732
30055589,31292,,,change mapping to CL 30055589
30055589,31293,,,change mapping to CL 30055589
30098250,31303,,,change mapping to CL 30098250
30017352,31337,,,change mapping to CL 30017352
20117627,31360,,,change mapping to CL 20117627
20117627,31361,,,change mapping to CL 20117627
30000651,31386,,,change mapping to CL 30000651
30000651,31387,,,change mapping to CL 30000651
20038421,31403,,,change mapping to CL 20038421
20062661,31406,,,change mapping to CL 20062661
20062661,31407,,,change mapping to CL 20062661
20236350,31414,,,change mapping to CL 20236350
20236350,31415,,,change mapping to CL 20236350
30004031,31425,,,change mapping to CL 30004031
20235352,31426,,,change mapping to CL 20235352
20235352,31427,,,change mapping to CL 20235352
20118200,31430,,,change mapping to CL 20118200
20118200,31431,,,change mapping to CL 20118200
30069986,31451,,,change mapping to CL 30069986
30069986,31452,,,change mapping to CL 30069986
20230566,31462,,,change mapping to CL 20230566
20230566,31463,,,change mapping to CL 20230566
30101210,31465,,,change mapping to CL 30101210
30004693,31472,,,change mapping to CL 30004693
20042597,31516,,,change mapping to CL 20042597
20236612,31585,,,change mapping to CL 20236612
20236612,31586,,,change mapping to CL 20236612
20043432,31604,,,change mapping to CL 20043432
30099146,31612,,,change mapping to CL 30099146
30099146,31613,,,change mapping to CL 30099146
30082103,31661,,,change mapping to CL 30082103
30082103,31662,,,change mapping to CL 30082103
30029504,31673,,,change mapping to CL 30029504
20089994,31686,,,change mapping to CL 20089994
20089994,31687,,,change mapping to CL 20089994
30007274,31688,,,change mapping to CL 30007274
30007274,31689,,,change mapping to CL 30007274
30062735,31694,,,change mapping to CL 30062735
30062735,31695,,,change mapping to CL 30062735
20079169,31706,,,change mapping to CL 20079169
20079169,31707,,,change mapping to CL 20079169
30068192,31735,,,change mapping to CL 30068192
30071559,31750,,,change mapping to CL 30071559
30075995,31754,,,change mapping to CL 30075995
30073761,31756,,,change mapping to CL 30073761
30074543,31768,,,change mapping to CL 30074543
20079197,31779,,,change mapping to CL 20079197
20079197,31780,,,change mapping to CL 20079197
30040979,31782,,,change mapping to CL 30040979
20101797,31783,,,change mapping to CL 20101797
5568478,31784,,,change mapping to CL 5568478
20079199,31792,,,change mapping to CL 20079199
20079199,31793,,,change mapping to CL 20079199
30066498,31794,,,change mapping to CL 30066498
30044054,31798,,,change mapping to CL 30044054
30044057,31799,,,change mapping to CL 30044057
30013313,31823,,,change mapping to CL 30013313
30013313,31824,,,change mapping to CL 30013313
30098045,31873,,,change mapping to CL 30098045
30103061,31907,,,change mapping to CL 30103061
30005914,31940,,,change mapping to CL 30005914
30005914,31941,,,change mapping to CL 30005914
30103015,31951,,,change mapping to CL 30103015
30103015,31952,,,change mapping to CL 30103015
20051279,31955,,,change mapping to CL 20051279
20051279,31956,,,change mapping to CL 20051279
14171635,31973,,,change mapping to CL 14171635
20043171,31980,,,change mapping to CL 20043171
20043171,31981,,,change mapping to CL 20043171
30095974,31986,,,change mapping to CL 30095974
30095974,31987,,,change mapping to CL 30095974
14040957,31996,,,change mapping to CL 14040957
14040957,31997,,,change mapping to CL 14040957
30061212,31998,,,change mapping to CL 30061212
30002152,32001,,,change mapping to CL 30002152
30002152,32002,,,change mapping to CL 30002152
20054995,32042,,,change mapping to CL 20054995
20054995,32045,,,change mapping to CL 20054995
30055310,32081,,,change mapping to CL 30055310
30055310,32082,,,change mapping to CL 30055310
20078785,32099,,,change mapping to CL 20078785
20078785,32100,,,change mapping to CL 20078785
20078780,32101,,,change mapping to CL 20078780
20078780,32102,,,change mapping to CL 20078780
30093361,32103,,,change mapping to CL 30093361
20041008,32127,,,change mapping to CL 20041008
20043175,32130,,,change mapping to CL 20043175
20043175,32131,,,change mapping to CL 20043175
20230426,32188,,,change mapping to CL 20230426
30011186,32243,,,change mapping to CL 30011186
30011186,32244,,,change mapping to CL 30011186
30021291,32259,,,change mapping to CL 30021291
20082220,32261,,,change mapping to CL 20082220
20082220,32262,,,change mapping to CL 20082220
30059209,32281,,,change mapping to CL 30059209
30059209,32282,,,change mapping to CL 30059209
20110483,32312,,,change mapping to CL 20110483
20110483,32313,,,change mapping to CL 20110483
30063877,32335,,,change mapping to CL 30063877
30063877,32336,,,change mapping to CL 30063877
20040550,32348,,,change mapping to CL 20040550
20040550,32349,,,change mapping to CL 20040550
20091360,32350,,,change mapping to CL 20091360
30020094,32376,,,change mapping to CL 30020094
30020094,32377,,,change mapping to CL 30020094
20091534,32387,,,change mapping to CL 20091534
20091534,32388,,,change mapping to CL 20091534
20091525,32390,,,change mapping to CL 20091525
20091525,32391,,,change mapping to CL 20091525
4723654,32405,,,change mapping to CL 4723654
20146476,32410,,,change mapping to CL 20146476
20146477,32411,,,change mapping to CL 20146477
30076863,32425,,,change mapping to CL 30076863
30076863,32426,,,change mapping to CL 30076863
30017146,32430,,,change mapping to CL 30017146
30017146,32431,,,change mapping to CL 30017146
30075985,32440,,,change mapping to CL 30075985
30075985,32441,,,change mapping to CL 30075985
30054688,32493,,,change mapping to CL 30054688
30054688,32494,,,change mapping to CL 30054688
30092402,32495,,,change mapping to CL 30092402
30092402,32496,,,change mapping to CL 30092402
30069252,32508,,,change mapping to CL 30069252
30069252,32509,,,change mapping to CL 30069252
6171082,32542,,,change mapping to CL 6171082
6171082,32543,,,change mapping to CL 6171082
20044301,32553,,,change mapping to CL 20044301
30091897,32557,,,change mapping to CL 30091897
30091897,32558,,,change mapping to CL 30091897
20044301,32559,,,change mapping to CL 20044301
30072984,32568,,,change mapping to CL 30072984
20091360,32588,,,change mapping to CL 20091360
10536929,32607,,,change mapping to CL 10536929
14670981,32678,,,change mapping to CL 14670981
14670981,32679,,,change mapping to CL 14670981
30093053,32682,,,change mapping to CL 30093053
30093053,32683,,,change mapping to CL 30093053
